"Time (UTC),""Belgium (BE) > Germany (DE) Day Ahead [MW]"",""Belgium (BE) > Germany (DE) Total [MW]"",""Germany (DE) > Belgium (BE) Day Ahead [MW]"",""Germany (DE) > Belgium (BE) Total [MW]"""
"17.02.2021 16:30 - 17.02.2021 16:45,""877"",""931"",""0"",""141"""
"17.02.2021 16:45 - 17.02.2021 17:00,""877"",""904"",""0"",""173"""
"17.02.2021 17:00 - 17.02.2021 17:15,""521"",""591"",""0"",""851"""
"17.02.2021 17:15 - 17.02.2021 17:30,""521"",""568"",""0"",""774"""
"17.02.2021 17:30 - 17.02.2021 17:45,""521"",""555"",""0"",""732"""
"17.02.2021 17:45 - 17.02.2021 18:00,""521"",""552"",""0"",""710"""
"17.02.2021 18:00 - 17.02.2021 18:15,""466"",""480"",""0"",""52"""
"17.02.2021 18:15 - 17.02.2021 18:30,""466"",""468"",""0"",""40"""
"17.02.2021 18:30 - 17.02.2021 18:45,""466"",""474"",""0"",""46"""
"17.02.2021 18:45 - 17.02.2021 19:00,""466"",""542"",""0"",""52"""
"17.02.2021 19:00 - 17.02.2021 19:15,""0"",""0"",""39"",""39"""
"17.02.2021 19:15 - 17.02.2021 19:30,""0"",""0"",""39"",""39"""
"17.02.2021 19:30 - 17.02.2021 19:45,""0"",""0"",""39"",""39"""
"17.02.2021 19:45 - 17.02.2021 20:00,""0"",""1"",""39"",""39"""
"17.02.2021 20:00 - 17.02.2021 20:15,""313"",""319"",""0"",""102"""
"17.02.2021 20:15 - 17.02.2021 20:30,""313"",""351"",""0"",""97"""
"17.02.2021 20:30 - 17.02.2021 20:45,""313"",""323"",""0"",""103"""
"17.02.2021 20:45 - 17.02.2021 21:00,""313"",""321"",""0"",""104"""
"17.02.2021 21:00 - 17.02.2021 21:15,""0"",""69"",""20"",""23"""
"17.02.2021 21:15 - 17.02.2021 21:30,""0"",""43"",""20"",""23"""
"17.02.2021 21:30 - 17.02.2021 21:45,""0"",""27"",""20"",""20"""
"17.02.2021 21:45 - 17.02.2021 22:00,""0"",""32"",""20"",""20"""
"17.02.2021 22:00 - 17.02.2021 22:15,""91"",""266"",""0"",""184"""
"17.02.2021 22:15 - 17.02.2021 22:30,""91"",""296"",""0"",""185"""
"17.02.2021 22:30 - 17.02.2021 22:45,""91"",""298"",""0"",""181"""
"17.02.2021 22:45 - 17.02.2021 23:00,""91"",""324"",""0"",""197"""
"17.02.2021 23:00 - 17.02.2021 23:15,""527"",""747"",""0"",""0"""
"17.02.2021 23:15 - 17.02.2021 23:30,""527"",""747"",""0"",""0"""
"17.02.2021 23:30 - 17.02.2021 23:45,""527"",""747"",""0"",""0"""
"17.02.2021 23:45 - 18.02.2021 00:00,""527"",""730"",""0"",""0"""
"18.02.2021 00:00 - 18.02.2021 00:15,""652"",""910"",""0"",""0"""
"18.02.2021 00:15 - 18.02.2021 00:30,""652"",""900"",""0"",""9"""
"18.02.2021 00:30 - 18.02.2021 00:45,""652"",""905"",""0"",""4"""
"18.02.2021 00:45 - 18.02.2021 01:00,""652"",""900"",""0"",""8"""
"18.02.2021 01:00 - 18.02.2021 01:15,""789"",""914"",""0"",""10"""
"18.02.2021 01:15 - 18.02.2021 01:30,""789"",""918"",""0"",""6"""
"18.02.2021 01:30 - 18.02.2021 01:45,""789"",""918"",""0"",""6"""
"18.02.2021 01:45 - 18.02.2021 02:00,""789"",""918"",""0"",""6"""
"18.02.2021 02:00 - 18.02.2021 02:15,""1000"",""1025"",""0"",""28"""
"18.02.2021 02:15 - 18.02.2021 02:30,""1000"",""1025"",""0"",""25"""
"18.02.2021 02:30 - 18.02.2021 02:45,""1000"",""1025"",""0"",""25"""
"18.02.2021 02:45 - 18.02.2021 03:00,""1000"",""1025"",""0"",""25"""
"18.02.2021 03:00 - 18.02.2021 03:15,""1000"",""1000"",""0"",""11"""
"18.02.2021 03:15 - 18.02.2021 03:30,""1000"",""1000"",""0"",""0"""
"18.02.2021 03:30 - 18.02.2021 03:45,""1000"",""1000"",""0"",""0"""
"18.02.2021 03:45 - 18.02.2021 04:00,""1000"",""1000"",""0"",""0"""
"18.02.2021 04:00 - 18.02.2021 04:15,""1000"",""1000"",""0"",""0"""
"18.02.2021 04:15 - 18.02.2021 04:30,""1000"",""1000"",""0"",""0"""
"18.02.2021 04:30 - 18.02.2021 04:45,""1000"",""1000"",""0"",""0"""
"18.02.2021 04:45 - 18.02.2021 05:00,""1000"",""1000"",""0"",""0"""
"18.02.2021 05:00 - 18.02.2021 05:15,""4"",""4"",""0"",""0"""
"18.02.2021 05:15 - 18.02.2021 05:30,""4"",""4"",""0"",""0"""
"18.02.2021 05:30 - 18.02.2021 05:45,""4"",""4"",""0"",""0"""
"18.02.2021 05:45 - 18.02.2021 06:00,""4"",""4"",""0"",""0"""
"18.02.2021 06:00 - 18.02.2021 06:15,""1000"",""1015"",""0"",""34"""
"18.02.2021 06:15 - 18.02.2021 06:30,""1000"",""1015"",""0"",""34"""
"18.02.2021 06:30 - 18.02.2021 06:45,""1000"",""1015"",""0"",""37"""
"18.02.2021 06:45 - 18.02.2021 07:00,""1000"",""1015"",""0"",""43"""
"18.02.2021 07:00 - 18.02.2021 07:15,""954"",""1001"",""0"",""1"""
"18.02.2021 07:15 - 18.02.2021 07:30,""954"",""1004"",""0"",""4"""
"18.02.2021 07:30 - 18.02.2021 07:45,""954"",""1001"",""0"",""29"""
"18.02.2021 07:45 - 18.02.2021 08:00,""954"",""1001"",""0"",""31"""
"18.02.2021 08:00 - 18.02.2021 08:15,""0"",""0"",""1000"",""1000"""
"18.02.2021 08:15 - 18.02.2021 08:30,""0"",""0"",""1000"",""1000"""
"18.02.2021 08:30 - 18.02.2021 08:45,""0"",""0"",""1000"",""1000"""
"18.02.2021 08:45 - 18.02.2021 09:00,""0"",""0"",""1000"",""1000"""
"18.02.2021 09:00 - 18.02.2021 09:15,""0"",""122"",""1000"",""1122"""
"18.02.2021 09:15 - 18.02.2021 09:30,""0"",""131"",""1000"",""1062"""
"18.02.2021 09:30 - 18.02.2021 09:45,""0"",""129"",""1000"",""1058"""
"18.02.2021 09:45 - 18.02.2021 10:00,""0"",""129"",""1000"",""1058"""
"18.02.2021 10:00 - 18.02.2021 10:15,""0"",""40"",""1000"",""1040"""
"18.02.2021 10:15 - 18.02.2021 10:30,""0"",""38"",""1000"",""1038"""
"18.02.2021 10:30 - 18.02.2021 10:45,""0"",""38"",""1000"",""1038"""
"18.02.2021 10:45 - 18.02.2021 11:00,""0"",""38"",""1000"",""1038"""
"18.02.2021 11:00 - 18.02.2021 11:15,""0"",""0"",""1000"",""1000"""
"18.02.2021 11:15 - 18.02.2021 11:30,""0"",""0"",""1000"",""1000"""
"18.02.2021 11:30 - 18.02.2021 11:45,""0"",""0"",""1000"",""1000"""
"18.02.2021 11:45 - 18.02.2021 12:00,""0"",""0"",""1000"",""1000"""
"18.02.2021 12:00 - 18.02.2021 12:15,""0"",""0"",""1000"",""1000"""
"18.02.2021 12:15 - 18.02.2021 12:30,""0"",""0"",""1000"",""1000"""
"18.02.2021 12:30 - 18.02.2021 12:45,""0"",""0"",""1000"",""1000"""
"18.02.2021 12:45 - 18.02.2021 13:00,""0"",""0"",""1000"",""1000"""
"18.02.2021 13:00 - 18.02.2021 13:15,""0"",""67"",""1000"",""1000"""
"18.02.2021 13:15 - 18.02.2021 13:30,""0"",""64"",""1000"",""1000"""
"18.02.2021 13:30 - 18.02.2021 13:45,""0"",""64"",""1000"",""1000"""
"18.02.2021 13:45 - 18.02.2021 14:00,""0"",""64"",""1000"",""1000"""
"18.02.2021 14:00 - 18.02.2021 14:15,""0"",""0"",""1000"",""1000"""
"18.02.2021 14:15 - 18.02.2021 14:30,""0"",""0"",""1000"",""1000"""
"18.02.2021 14:30 - 18.02.2021 14:45,""0"",""0"",""1000"",""1000"""
"18.02.2021 14:45 - 18.02.2021 15:00,""0"",""0"",""1000"",""1000"""
"18.02.2021 15:00 - 18.02.2021 15:15,""0"",""148"",""1000"",""1000"""
"18.02.2021 15:15 - 18.02.2021 15:30,""0"",""24"",""1000"",""1000"""
"18.02.2021 15:30 - 18.02.2021 15:45,""0"",""0"",""1000"",""1000"""
"18.02.2021 15:45 - 18.02.2021 16:00,""0"",""0"",""1000"",""1000"""
"18.02.2021 16:00 - 18.02.2021 16:15,""0"",""0"",""1000"",""1000"""
"18.02.2021 16:15 - 18.02.2021 16:30,""0"",""0"",""1000"",""1000"""
"18.02.2021 16:30 - 18.02.2021 16:45,""0"",""0"",""1000"",""1000"""
"18.02.2021 16:45 - 18.02.2021 17:00,""0"",""0"",""1000"",""1000"""
"18.02.2021 17:00 - 18.02.2021 17:15,""0"",""0"",""1000"",""1000"""
"18.02.2021 17:15 - 18.02.2021 17:30,""0"",""0"",""1000"",""1000"""
"18.02.2021 17:30 - 18.02.2021 17:45,""0"",""0"",""1000"",""1000"""
"18.02.2021 17:45 - 18.02.2021 18:00,""0"",""0"",""1000"",""1000"""
"18.02.2021 18:00 - 18.02.2021 18:15,""0"",""0"",""1000"",""1000"""
"18.02.2021 18:15 - 18.02.2021 18:30,""0"",""0"",""1000"",""1000"""
"18.02.2021 18:30 - 18.02.2021 18:45,""0"",""0"",""1000"",""1000"""
"18.02.2021 18:45 - 18.02.2021 19:00,""0"",""0"",""1000"",""1000"""
"18.02.2021 19:00 - 18.02.2021 19:15,""0"",""0"",""958"",""958"""
"18.02.2021 19:15 - 18.02.2021 19:30,""0"",""0"",""958"",""958"""
"18.02.2021 19:30 - 18.02.2021 19:45,""0"",""0"",""958"",""958"""
"18.02.2021 19:45 - 18.02.2021 20:00,""0"",""0"",""958"",""958"""
"18.02.2021 20:00 - 18.02.2021 20:15,""0"",""0"",""1000"",""1000"""
"18.02.2021 20:15 - 18.02.2021 20:30,""0"",""0"",""1000"",""1000"""
"18.02.2021 20:30 - 18.02.2021 20:45,""0"",""0"",""1000"",""1000"""
"18.02.2021 20:45 - 18.02.2021 21:00,""0"",""0"",""1000"",""1000"""
"18.02.2021 21:00 - 18.02.2021 21:15,""0"",""0"",""965"",""965"""
"18.02.2021 21:15 - 18.02.2021 21:30,""0"",""0"",""965"",""965"""
"18.02.2021 21:30 - 18.02.2021 21:45,""0"",""0"",""965"",""965"""
"18.02.2021 21:45 - 18.02.2021 22:00,""0"",""0"",""965"",""965"""
"18.02.2021 22:00 - 18.02.2021 22:15,""0"",""0"",""1000"",""1000"""
"18.02.2021 22:15 - 18.02.2021 22:30,""0"",""0"",""1000"",""1000"""
"18.02.2021 22:30 - 18.02.2021 22:45,""0"",""0"",""1000"",""1000"""
"18.02.2021 22:45 - 18.02.2021 23:00,""0"",""0"",""1000"",""1000"""
"18.02.2021 23:00 - 18.02.2021 23:15,""0"",""7"",""841"",""848"""
"18.02.2021 23:15 - 18.02.2021 23:30,""0"",""2"",""841"",""843"""
"18.02.2021 23:30 - 18.02.2021 23:45,""0"",""7"",""841"",""848"""
"18.02.2021 23:45 - 19.02.2021 00:00,""0"",""3"",""841"",""844"""
"19.02.2021 00:00 - 19.02.2021 00:15,""0"",""1"",""927"",""927"""
"19.02.2021 00:15 - 19.02.2021 00:30,""0"",""1"",""927"",""927"""
"19.02.2021 00:30 - 19.02.2021 00:45,""0"",""1"",""927"",""927"""
"19.02.2021 00:45 - 19.02.2021 01:00,""0"",""1"",""927"",""927"""
"19.02.2021 01:00 - 19.02.2021 01:15,""0"",""6"",""1000"",""1006"""
"19.02.2021 01:15 - 19.02.2021 01:30,""0"",""15"",""1000"",""1006"""
"19.02.2021 01:30 - 19.02.2021 01:45,""0"",""15"",""1000"",""1006"""
"19.02.2021 01:45 - 19.02.2021 02:00,""0"",""20"",""1000"",""1006"""
"19.02.2021 02:00 - 19.02.2021 02:15,""0"",""77"",""148"",""490"""
"19.02.2021 02:15 - 19.02.2021 02:30,""0"",""81"",""148"",""484"""
"19.02.2021 02:30 - 19.02.2021 02:45,""0"",""86"",""148"",""484"""
"19.02.2021 02:45 - 19.02.2021 03:00,""0"",""93"",""148"",""485"""
"19.02.2021 03:00 - 19.02.2021 03:15,""0"",""2"",""1000"",""1002"""
"19.02.2021 03:15 - 19.02.2021 03:30,""0"",""7"",""1000"",""1002"""
"19.02.2021 03:30 - 19.02.2021 03:45,""0"",""4"",""1000"",""1001"""
"19.02.2021 03:45 - 19.02.2021 04:00,""0"",""0"",""1000"",""1000"""
"19.02.2021 04:00 - 19.02.2021 04:15,""75"",""162"",""0"",""281"""
"19.02.2021 04:15 - 19.02.2021 04:30,""75"",""161"",""0"",""273"""
"19.02.2021 04:30 - 19.02.2021 04:45,""75"",""176"",""0"",""261"""
"19.02.2021 04:45 - 19.02.2021 05:00,""75"",""163"",""0"",""290"""
"19.02.2021 05:00 - 19.02.2021 05:15,""0"",""10"",""1000"",""1010"""
"19.02.2021 05:15 - 19.02.2021 05:30,""0"",""1"",""1000"",""1001"""
"19.02.2021 05:30 - 19.02.2021 05:45,""0"",""8"",""1000"",""1002"""
"19.02.2021 05:45 - 19.02.2021 06:00,""0"",""2"",""1000"",""1001"""
"19.02.2021 06:00 - 19.02.2021 06:15,""0"",""341"",""45"",""86"""
"19.02.2021 06:15 - 19.02.2021 06:30,""0"",""306"",""45"",""155"""
"19.02.2021 06:30 - 19.02.2021 06:45,""0"",""293"",""45"",""160"""
"19.02.2021 06:45 - 19.02.2021 07:00,""0"",""219"",""45"",""160"""
"19.02.2021 07:00 - 19.02.2021 07:15,""173"",""507"",""0"",""2"""
"19.02.2021 07:15 - 19.02.2021 07:30,""173"",""448"",""0"",""1"""
"19.02.2021 07:30 - 19.02.2021 07:45,""173"",""463"",""0"",""1"""
"19.02.2021 07:45 - 19.02.2021 08:00,""173"",""424"",""0"",""5"""
"19.02.2021 08:00 - 19.02.2021 08:15,""0"",""249"",""1000"",""1001"""
"19.02.2021 08:15 - 19.02.2021 08:30,""0"",""382"",""1000"",""1001"""
"19.02.2021 08:30 - 19.02.2021 08:45,""0"",""419"",""1000"",""1001"""
"19.02.2021 08:45 - 19.02.2021 09:00,""0"",""419"",""1000"",""1001"""
"19.02.2021 09:00 - 19.02.2021 09:15,""0"",""227"",""1000"",""1000"""
"19.02.2021 09:15 - 19.02.2021 09:30,""0"",""331"",""1000"",""1000"""
"19.02.2021 09:30 - 19.02.2021 09:45,""0"",""337"",""1000"",""1000"""
"19.02.2021 09:45 - 19.02.2021 10:00,""0"",""337"",""1000"",""1000"""
"19.02.2021 10:00 - 19.02.2021 10:15,""0"",""284"",""1000"",""1093"""
"19.02.2021 10:15 - 19.02.2021 10:30,""0"",""323"",""1000"",""1048"""
"19.02.2021 10:30 - 19.02.2021 10:45,""0"",""328"",""1000"",""1028"""
"19.02.2021 10:45 - 19.02.2021 11:00,""0"",""328"",""1000"",""1028"""
"19.02.2021 11:00 - 19.02.2021 11:15,""0"",""287"",""1000"",""1039"""
"19.02.2021 11:15 - 19.02.2021 11:30,""0"",""328"",""1000"",""1038"""
"19.02.2021 11:30 - 19.02.2021 11:45,""0"",""337"",""1000"",""1037"""
"19.02.2021 11:45 - 19.02.2021 12:00,""0"",""337"",""1000"",""1037"""
"19.02.2021 12:00 - 19.02.2021 12:15,""0"",""122"",""1000"",""1052"""
"19.02.2021 12:15 - 19.02.2021 12:30,""0"",""136"",""1000"",""1078"""
"19.02.2021 12:30 - 19.02.2021 12:45,""0"",""136"",""1000"",""1081"""
"19.02.2021 12:45 - 19.02.2021 13:00,""0"",""139"",""1000"",""1088"""
"19.02.2021 13:00 - 19.02.2021 13:15,""0"",""119"",""1000"",""1087"""
"19.02.2021 13:15 - 19.02.2021 13:30,""0"",""76"",""1000"",""1076"""
"19.02.2021 13:30 - 19.02.2021 13:45,""0"",""157"",""1000"",""1044"""
"19.02.2021 13:45 - 19.02.2021 14:00,""0"",""203"",""1000"",""1051"""
"19.02.2021 14:00 - 19.02.2021 14:15,""0"",""619"",""870"",""1213"""
"19.02.2021 14:15 - 19.02.2021 14:30,""0"",""620"",""870"",""1170"""
"19.02.2021 14:30 - 19.02.2021 14:45,""0"",""745"",""870"",""1114"""
"19.02.2021 14:45 - 19.02.2021 15:00,""0"",""740"",""870"",""1103"""
"19.02.2021 15:00 - 19.02.2021 15:15,""1000"",""1000"",""0"",""0"""
"19.02.2021 15:15 - 19.02.2021 15:30,""1000"",""1000"",""0"",""0"""
"19.02.2021 15:30 - 19.02.2021 15:45,""1000"",""1000"",""0"",""0"""
"19.02.2021 15:45 - 19.02.2021 16:00,""1000"",""1000"",""0"",""0"""
"19.02.2021 16:00 - 19.02.2021 16:15,""1000"",""1000"",""0"",""0"""
"19.02.2021 16:15 - 19.02.2021 16:30,""1000"",""1000"",""0"",""0"""
"19.02.2021 16:30 - 19.02.2021 16:45,""1000"",""1000"",""0"",""0"""
"19.02.2021 16:45 - 19.02.2021 17:00,""1000"",""1000"",""0"",""0"""
"19.02.2021 17:00 - 19.02.2021 17:15,""743"",""1012"",""0"",""35"""
"19.02.2021 17:15 - 19.02.2021 17:30,""743"",""1032"",""0"",""32"""
"19.02.2021 17:30 - 19.02.2021 17:45,""743"",""1028"",""0"",""28"""
"19.02.2021 17:45 - 19.02.2021 18:00,""743"",""1030"",""0"",""30"""
"19.02.2021 18:00 - 19.02.2021 18:15,""727"",""1045"",""0"",""120"""
"19.02.2021 18:15 - 19.02.2021 18:30,""727"",""1121"",""0"",""121"""
"19.02.2021 18:30 - 19.02.2021 18:45,""727"",""1079"",""0"",""99"""
"19.02.2021 18:45 - 19.02.2021 19:00,""727"",""1105"",""0"",""105"""
"19.02.2021 19:00 - 19.02.2021 19:15,""548"",""899"",""0"",""87"""
"19.02.2021 19:15 - 19.02.2021 19:30,""548"",""882"",""0"",""65"""
"19.02.2021 19:30 - 19.02.2021 19:45,""548"",""883"",""0"",""63"""
"19.02.2021 19:45 - 19.02.2021 20:00,""548"",""872"",""0"",""51"""
"19.02.2021 20:00 - 19.02.2021 20:15,""443"",""704"",""0"",""97"""
"19.02.2021 20:15 - 19.02.2021 20:30,""443"",""700"",""0"",""66"""
"19.02.2021 20:30 - 19.02.2021 20:45,""443"",""712"",""0"",""7"""
"19.02.2021 20:45 - 19.02.2021 21:00,""443"",""712"",""0"",""62"""
"19.02.2021 21:00 - 19.02.2021 21:15,""202"",""622"",""0"",""66"""
"19.02.2021 21:15 - 19.02.2021 21:30,""202"",""640"",""0"",""9"""
"19.02.2021 21:30 - 19.02.2021 21:45,""202"",""662"",""0"",""9"""
"19.02.2021 21:45 - 19.02.2021 22:00,""202"",""683"",""0"",""5"""
"19.02.2021 22:00 - 19.02.2021 22:15,""139"",""606"",""0"",""139"""
"19.02.2021 22:15 - 19.02.2021 22:30,""139"",""599"",""0"",""104"""
"19.02.2021 22:30 - 19.02.2021 22:45,""139"",""666"",""0"",""86"""
"19.02.2021 22:45 - 19.02.2021 23:00,""139"",""741"",""0"",""85"""
"19.02.2021 23:00 - 19.02.2021 23:15,""296"",""298"",""0"",""33"""
"19.02.2021 23:15 - 19.02.2021 23:30,""296"",""298"",""0"",""32"""
"19.02.2021 23:30 - 19.02.2021 23:45,""296"",""298"",""0"",""23"""
"19.02.2021 23:45 - 20.02.2021 00:00,""296"",""298"",""0"",""32"""
"20.02.2021 00:00 - 20.02.2021 00:15,""240"",""333"",""0"",""0"""
"20.02.2021 00:15 - 20.02.2021 00:30,""240"",""330"",""0"",""0"""
"20.02.2021 00:30 - 20.02.2021 00:45,""240"",""342"",""0"",""0"""
"20.02.2021 00:45 - 20.02.2021 01:00,""240"",""339"",""0"",""0"""
"20.02.2021 01:00 - 20.02.2021 01:15,""485"",""622"",""0"",""56"""
"20.02.2021 01:15 - 20.02.2021 01:30,""485"",""595"",""0"",""56"""
"20.02.2021 01:30 - 20.02.2021 01:45,""485"",""606"",""0"",""56"""
"20.02.2021 01:45 - 20.02.2021 02:00,""485"",""609"",""0"",""56"""
"20.02.2021 02:00 - 20.02.2021 02:15,""705"",""1000"",""0"",""0"""
"20.02.2021 02:15 - 20.02.2021 02:30,""705"",""1000"",""0"",""0"""
"20.02.2021 02:30 - 20.02.2021 02:45,""705"",""1000"",""0"",""0"""
"20.02.2021 02:45 - 20.02.2021 03:00,""705"",""1000"",""0"",""0"""
"20.02.2021 03:00 - 20.02.2021 03:15,""918"",""1000"",""0"",""0"""
"20.02.2021 03:15 - 20.02.2021 03:30,""918"",""1000"",""0"",""0"""
"20.02.2021 03:30 - 20.02.2021 03:45,""918"",""1000"",""0"",""0"""
"20.02.2021 03:45 - 20.02.2021 04:00,""918"",""1000"",""0"",""0"""
"20.02.2021 04:00 - 20.02.2021 04:15,""1000"",""1000"",""0"",""0"""
"20.02.2021 04:15 - 20.02.2021 04:30,""1000"",""1000"",""0"",""2"""
"20.02.2021 04:30 - 20.02.2021 04:45,""1000"",""1000"",""0"",""2"""
"20.02.2021 04:45 - 20.02.2021 05:00,""1000"",""1000"",""0"",""2"""
"20.02.2021 05:00 - 20.02.2021 05:15,""0"",""422"",""483"",""765"""
"20.02.2021 05:15 - 20.02.2021 05:30,""0"",""390"",""483"",""779"""
"20.02.2021 05:30 - 20.02.2021 05:45,""0"",""387"",""483"",""778"""
"20.02.2021 05:45 - 20.02.2021 06:00,""0"",""386"",""483"",""776"""
"20.02.2021 06:00 - 20.02.2021 06:15,""641"",""1002"",""0"",""127"""
"20.02.2021 06:15 - 20.02.2021 06:30,""641"",""926"",""0"",""126"""
"20.02.2021 06:30 - 20.02.2021 06:45,""641"",""944"",""0"",""108"""
"20.02.2021 06:45 - 20.02.2021 07:00,""641"",""947"",""0"",""117"""
"20.02.2021 07:00 - 20.02.2021 07:15,""518"",""924"",""0"",""0"""
"20.02.2021 07:15 - 20.02.2021 07:30,""518"",""924"",""0"",""0"""
"20.02.2021 07:30 - 20.02.2021 07:45,""518"",""924"",""0"",""0"""
"20.02.2021 07:45 - 20.02.2021 08:00,""518"",""924"",""0"",""0"""
"20.02.2021 08:00 - 20.02.2021 08:15,""1000"",""1000"",""0"",""0"""
"20.02.2021 08:15 - 20.02.2021 08:30,""1000"",""1000"",""0"",""0"""
"20.02.2021 08:30 - 20.02.2021 08:45,""1000"",""1000"",""0"",""0"""
"20.02.2021 08:45 - 20.02.2021 09:00,""1000"",""1000"",""0"",""0"""
"20.02.2021 09:00 - 20.02.2021 09:15,""1000"",""1000"",""0"",""0"""
"20.02.2021 09:15 - 20.02.2021 09:30,""1000"",""1000"",""0"",""0"""
"20.02.2021 09:30 - 20.02.2021 09:45,""1000"",""1000"",""0"",""0"""
"20.02.2021 09:45 - 20.02.2021 10:00,""1000"",""1000"",""0"",""0"""
"20.02.2021 10:00 - 20.02.2021 10:15,""1000"",""1000"",""0"",""0"""
"20.02.2021 10:15 - 20.02.2021 10:30,""1000"",""1000"",""0"",""0"""
"20.02.2021 10:30 - 20.02.2021 10:45,""1000"",""1000"",""0"",""0"""
"20.02.2021 10:45 - 20.02.2021 11:00,""1000"",""1000"",""0"",""0"""
"20.02.2021 11:00 - 20.02.2021 11:15,""1000"",""1000"",""0"",""10"""
"20.02.2021 11:15 - 20.02.2021 11:30,""1000"",""1000"",""0"",""0"""
"20.02.2021 11:30 - 20.02.2021 11:45,""1000"",""1000"",""0"",""0"""
"20.02.2021 11:45 - 20.02.2021 12:00,""1000"",""1000"",""0"",""0"""
"20.02.2021 12:00 - 20.02.2021 12:15,""1000"",""1000"",""0"",""0"""
"20.02.2021 12:15 - 20.02.2021 12:30,""1000"",""1000"",""0"",""0"""
"20.02.2021 12:30 - 20.02.2021 12:45,""1000"",""1000"",""0"",""0"""
"20.02.2021 12:45 - 20.02.2021 13:00,""1000"",""1000"",""0"",""0"""
"20.02.2021 13:00 - 20.02.2021 13:15,""1000"",""1000"",""0"",""12"""
"20.02.2021 13:15 - 20.02.2021 13:30,""1000"",""1000"",""0"",""0"""
"20.02.2021 13:30 - 20.02.2021 13:45,""1000"",""1000"",""0"",""0"""
"20.02.2021 13:45 - 20.02.2021 14:00,""1000"",""1000"",""0"",""0"""
"20.02.2021 14:00 - 20.02.2021 14:15,""1000"",""1000"",""0"",""0"""
"20.02.2021 14:15 - 20.02.2021 14:30,""1000"",""1000"",""0"",""0"""
"20.02.2021 14:30 - 20.02.2021 14:45,""1000"",""1000"",""0"",""0"""
"20.02.2021 14:45 - 20.02.2021 15:00,""1000"",""1000"",""0"",""0"""
"20.02.2021 15:00 - 20.02.2021 15:15,""870"",""1000"",""0"",""0"""
"20.02.2021 15:15 - 20.02.2021 15:30,""870"",""1000"",""0"",""0"""
"20.02.2021 15:30 - 20.02.2021 15:45,""870"",""1000"",""0"",""0"""
"20.02.2021 15:45 - 20.02.2021 16:00,""870"",""1000"",""0"",""0"""
"20.02.2021 16:00 - 20.02.2021 16:15,""975"",""1000"",""0"",""0"""
"20.02.2021 16:15 - 20.02.2021 16:30,""975"",""1000"",""0"",""0"""
"20.02.2021 16:30 - 20.02.2021 16:45,""975"",""1000"",""0"",""0"""
"20.02.2021 16:45 - 20.02.2021 17:00,""975"",""1000"",""0"",""0"""
"20.02.2021 17:00 - 20.02.2021 17:15,""58"",""437"",""0"",""54"""
"20.02.2021 17:15 - 20.02.2021 17:30,""58"",""432"",""0"",""49"""
"20.02.2021 17:30 - 20.02.2021 17:45,""58"",""368"",""0"",""49"""
"20.02.2021 17:45 - 20.02.2021 18:00,""58"",""369"",""0"",""49"""
"20.02.2021 18:00 - 20.02.2021 18:15,""214"",""317"",""0"",""45"""
"20.02.2021 18:15 - 20.02.2021 18:30,""214"",""317"",""0"",""45"""
"20.02.2021 18:30 - 20.02.2021 18:45,""214"",""345"",""0"",""26"""
"20.02.2021 18:45 - 20.02.2021 19:00,""214"",""335"",""0"",""37"""
"20.02.2021 19:00 - 20.02.2021 19:15,""251"",""393"",""0"",""83"""
"20.02.2021 19:15 - 20.02.2021 19:30,""251"",""439"",""0"",""83"""
"20.02.2021 19:30 - 20.02.2021 19:45,""251"",""488"",""0"",""78"""
"20.02.2021 19:45 - 20.02.2021 20:00,""251"",""480"",""0"",""83"""
"20.02.2021 20:00 - 20.02.2021 20:15,""192"",""633"",""0"",""101"""
"20.02.2021 20:15 - 20.02.2021 20:30,""192"",""675"",""0"",""86"""
"20.02.2021 20:30 - 20.02.2021 20:45,""192"",""729"",""0"",""82"""
"20.02.2021 20:45 - 20.02.2021 21:00,""192"",""713"",""0"",""82"""
"20.02.2021 21:00 - 20.02.2021 21:15,""127"",""739"",""0"",""51"""
"20.02.2021 21:15 - 20.02.2021 21:30,""127"",""751"",""0"",""1"""
"20.02.2021 21:30 - 20.02.2021 21:45,""127"",""779"",""0"",""4"""
"20.02.2021 21:45 - 20.02.2021 22:00,""127"",""771"",""0"",""2"""
"20.02.2021 22:00 - 20.02.2021 22:15,""81"",""563"",""0"",""33"""
"20.02.2021 22:15 - 20.02.2021 22:30,""81"",""565"",""0"",""2"""
"20.02.2021 22:30 - 20.02.2021 22:45,""81"",""600"",""0"",""2"""
"20.02.2021 22:45 - 20.02.2021 23:00,""81"",""632"",""0"",""2"""
"20.02.2021 23:00 - 20.02.2021 23:15,""421"",""757"",""0"",""0"""
"20.02.2021 23:15 - 20.02.2021 23:30,""421"",""730"",""0"",""0"""
"20.02.2021 23:30 - 20.02.2021 23:45,""421"",""731"",""0"",""0"""
"20.02.2021 23:45 - 21.02.2021 00:00,""421"",""730"",""0"",""0"""
"21.02.2021 00:00 - 21.02.2021 00:15,""369"",""417"",""0"",""50"""
"21.02.2021 00:15 - 21.02.2021 00:30,""369"",""424"",""0"",""11"""
"21.02.2021 00:30 - 21.02.2021 00:45,""369"",""434"",""0"",""12"""
"21.02.2021 00:45 - 21.02.2021 01:00,""369"",""431"",""0"",""4"""
